id	theme	file	title	tags	cpts	params
k2	06_magneticos	sch/06_magneticos/K2.sch	K2	cpt:c, cpt:k, cpt:l, cpt:v, cpt:w, curricular:tcii, etiquetas-globales, magnetico	c,k,l,v,w	down,label_ids,right,size
ltft	06_magneticos	sch/06_magneticos/LTFT.sch	LTFT	cpt:o, cpt:shape, cpt:w, curricular:tcii, estilo, etiqueta, etiquetas-globales, forma, layout, magnetico, visibilidad-nodos	o,shape,w	aspect,color,down,draw,draw_nodes,endarrow,l,label_ids,label_nodes,left,right,startarrow
mutual1	06_magneticos	sch/06_magneticos/mutual1.sch	Mutual1	cpt:k, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, etiquetas-globales, magnetico	k,l,r,v,w	down,label_ids,right,size
mutual2	06_magneticos	sch/06_magneticos/mutual2.sch	Mutual2	cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, etiquetas-globales, magnetico	l,r,v,w	down,label_ids,right
mutualinductances1	06_magneticos	sch/06_magneticos/mutualinductances1.sch	Mutualinductances1	cpt:k, cpt:l, cpt:p, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v, magnetico, visibilidad-nodos	k,l,p,w	down,draw_nodes,i,label_nodes,left,right,v^,v_
mutualinductances2	06_magneticos	sch/06_magneticos/mutualinductances2.sch	Mutualinductances2	cpt:k, cpt:l, cpt:p, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v, magnetico, visibilidad-nodos	k,l,p,w	down,draw_nodes,i>^,i_>,label_nodes,left,right,v^,v_
mutualinductances3	06_magneticos	sch/06_magneticos/mutualinductances3.sch	Mutualinductances3	control, cpt:k, cpt:l, cpt:p, cpt:v, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v, magnetico, visibilidad-nodos	k,l,p,v,w	down,draw_nodes,i>^,i_>,label_nodes,left,nodraw,right,v,v^
non-ideal-transformer	06_magneticos	sch/06_magneticos/non-ideal-transformer.sch	Non ideal transformer	cpt:l, cpt:p, cpt:r, cpt:tf, cpt:w, curricular:tcii, etiqueta, etiqueta-v, etiquetas-globales, magnetico, visibilidad-nodos	l,p,r,tf,w	down,draw_nodes,l,label_ids,label_nodes,right,v^,v_
non-ideal-transformer-primary	06_magneticos	sch/06_magneticos/non-ideal-transformer-primary.sch	Non ideal transformer primary	cpt:l, cpt:p, cpt:r, cpt:tf, cpt:w, curricular:tcii, etiqueta, etiqueta-v, etiquetas-globales, magnetico, visibilidad-nodos	l,p,r,tf,w	down,draw_nodes,l,label_ids,label_nodes,right,v^,v_
non-ideal-transformer1	06_magneticos	sch/06_magneticos/non-ideal-transformer1.sch	Non ideal transformer1	cpt:l, cpt:p, cpt:tf, cpt:w, curricular:tcii, etiqueta, etiqueta-v, etiquetas-globales, magnetico, visibilidad-nodos	l,p,tf,w	down,draw_nodes,l,label_ids,label_nodes,right,v^,v_
reluctance	06_magneticos	sch/06_magneticos/reluctance.sch	Reluctance	cpt:rel, curricular:tcii, magnetico	rel	right
stepup	06_magneticos	sch/06_magneticos/stepup.sch	Stepup	cpt:m, cpt:tf, cpt:u, cpt:w, curricular:tcii, etiqueta, kind, magnetico, pines, tierra, visibilidad-nodos	m,tf,u,w	0V,core,down,draw_nodes,implicit,l,label_nodes,pinlabels,right,up
tee-model-transformer1	06_magneticos	sch/06_magneticos/tee-model-transformer1.sch	Tee model transformer1	cpt:l, cpt:p, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v, etiquetas-globales, magnetico, visibilidad-nodos	l,p,w	down,draw_nodes,i>^,i^<,label_ids,label_nodes,right,v^,v_
tee-model-transformer2	06_magneticos	sch/06_magneticos/tee-model-transformer2.sch	Tee model transformer2	cpt:l, cpt:p, cpt:tf, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v, etiquetas-globales, magnetico, visibilidad-nodos	l,p,tf,w	down,draw_nodes,i>^,i^<,label_ids,label_nodes,right,v^,v_
tee-model-transformer3	06_magneticos	sch/06_magneticos/tee-model-transformer3.sch	Tee model transformer3	cpt:l, cpt:p, cpt:tf, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v, etiquetas-globales, magnetico, visibilidad-nodos	l,p,tf,w	down,draw_nodes,i>^,i^<,label_ids,label_nodes,right,v^,v_
tf1	06_magneticos	sch/06_magneticos/TF1.sch	Transformador ideal	cpt:tf, curricular:tcii, magnetico	tf	right
tf2	06_magneticos	sch/06_magneticos/tf2.sch	Tf2	convencion, cpt:r, cpt:v, cpt:w, curricular:tcii, estilo-simbolo, etiquetas-globales, magnetico, visibilidad-nodos	r,v,w	down,draw_nodes,label_nodes,label_style,right,style,voltage_dir
tf2	06_magneticos	sch/06_magneticos/TF2.sch	TF2	cpt:r, cpt:tf, cpt:w, curricular:tcii, magnetico	r,tf,w	down,right
tf2w	06_magneticos	sch/06_magneticos/TF2w.sch	TF2w	cpt:o, cpt:tf, curricular:tcii, magnetico, visibilidad-nodos	o,tf	label_nodes,right
tf2wi	06_magneticos	sch/06_magneticos/TF2wi.sch	TF2wi	cpt:o, cpt:tf, curricular:tcii, espejo, magnetico, visibilidad-nodos	o,tf	invert,label_nodes,right
tf3	06_magneticos	sch/06_magneticos/TF3.sch	TF3	cpt:l, cpt:r, cpt:tf, cpt:w, curricular:tcii, magnetico	l,r,tf,w	down,right
tf3w	06_magneticos	sch/06_magneticos/TF3w.sch	TF3w	cpt:o, cpt:tf, curricular:tcii, magnetico, visibilidad-nodos	o,tf	label_nodes,right
tf3wi	06_magneticos	sch/06_magneticos/TF3wi.sch	TF3wi	cpt:o, cpt:tf, curricular:tcii, espejo, magnetico, visibilidad-nodos	o,tf	invert,label_nodes,right
tf4	06_magneticos	sch/06_magneticos/TF4.sch	TF4	cpt:tf, curricular:tcii, magnetico	tf	right,turns
tf4wi	06_magneticos	sch/06_magneticos/TF4wi.sch	TF4wi	cpt:o, cpt:tf, curricular:tcii, magnetico, visibilidad-nodos	o,tf	label_nodes,right
tfcore1	06_magneticos	sch/06_magneticos/TFcore1.sch	Transformador con núcleo	cpt:tf, curricular:tcii, kind, magnetico	tf	core,right
tfcore2	06_magneticos	sch/06_magneticos/TFcore2.sch	TFcore2	cpt:r, cpt:tf, cpt:w, curricular:tcii, kind, magnetico	r,tf,w	core,down,right
tfscs-stamp	06_magneticos	sch/06_magneticos/TFscs-stamp.sch	TFscs stamp	cpt:tf, cpt:w, curricular:tcii, etiqueta, etiqueta-i, magnetico	tf,w	i,l,right,turns
tfscss-stamp	06_magneticos	sch/06_magneticos/TFscss-stamp.sch	TFscss stamp	cpt:tf, cpt:w, curricular:tcii, etiqueta, etiqueta-i, magnetico	tf,w	i,i>,l,right,turns
tftap1	06_magneticos	sch/06_magneticos/TFtap1.sch	TFtap1	cpt:tf, cpt:w, curricular:tcii, magnetico	tf,w	right
tftapcore1	06_magneticos	sch/06_magneticos/TFtapcore1.sch	TFtapcore1	cpt:tf, cpt:w, curricular:tcii, kind, magnetico	tf,w	core,right
transformers	06_magneticos	sch/06_magneticos/transformers.sch	Transformers	cpt:o, cpt:tf, cpt:w, curricular:tcii, kind, magnetico	o,tf,w	core,right
btwoport1	07_cuadripolos	sch/07_cuadripolos/Btwoport1.sch	Btwoport1	cpt:p, cpt:tp, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, visibilidad-nodos	p,tp,w	down,draw_nodes,i,i^<,i_,ir,l,label_nodes,right,v,v^
tf-current-gain	07_cuadripolos	sch/07_cuadripolos/tf_current_gain.sch	Tf current gain	cpt:a, cpt:i, cpt:p, cpt:tp, cpt:w, cuadripolo, curricular:tcii, estilo, etiqueta, etiqueta-i, etiquetas-globales, forma, pines, visibilidad-nodos	a,i,p,tp,w	anchor,down,draw_nodes,fill,i<,l,label_nodes,label_style,right,shape
tf-transadmittance	07_cuadripolos	sch/07_cuadripolos/tf_transadmittance.sch	Tf transadmittance	cpt:a, cpt:p, cpt:tp, cpt:v, cpt:w, cuadripolo, curricular:tcii, estilo, etiqueta, etiqueta-i, etiquetas-globales, forma, pines, visibilidad-nodos	a,p,tp,v,w	anchor,down,draw_nodes,fill,i<,l,label_nodes,label_style,right,shape
tf-transimpedance	07_cuadripolos	sch/07_cuadripolos/tf_transimpedance.sch	Tf transimpedance	cpt:a, cpt:i, cpt:p, cpt:tp, cpt:w, cuadripolo, curricular:tcii, estilo, etiqueta, etiqueta-v, etiquetas-globales, forma, pines, visibilidad-nodos	a,i,p,tp,w	anchor,down,draw_nodes,fill,l,label_nodes,label_style,right,shape,v
tf-twoport	07_cuadripolos	sch/07_cuadripolos/tf_twoport.sch	Tf twoport	cpt:a, cpt:p, cpt:tp, cpt:w, cuadripolo, curricular:tcii, estilo, etiqueta, etiqueta-i, etiqueta-v, etiquetas-globales, forma, pines, visibilidad-nodos	a,p,tp,w	anchor,down,draw_nodes,fill,i,i<,l,label_nodes,label_style,right,shape,v
tf-voltage-gain	07_cuadripolos	sch/07_cuadripolos/tf_voltage_gain.sch	Tf voltage gain	cpt:a, cpt:p, cpt:tp, cpt:v, cpt:w, cuadripolo, curricular:tcii, estilo, etiqueta, etiqueta-v, etiquetas-globales, forma, pines, visibilidad-nodos	a,p,tp,v,w	anchor,down,draw_nodes,fill,l,label_nodes,label_style,right,shape,v
tp1	07_cuadripolos	sch/07_cuadripolos/TP1.sch	TP1	cpt:tp, cuadripolo, curricular:tcii	tp	right
tpa	07_cuadripolos	sch/07_cuadripolos/TPA.sch	TPA	cpt:i, cpt:p, cpt:tp, cpt:v, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, visibilidad-nodos	i,p,tp,v,w	down,draw_nodes,i,i<,l,label_nodes,right,up,v^,v_
tpb	07_cuadripolos	sch/07_cuadripolos/TPB.sch	TPB	cpt:i, cpt:p, cpt:tp, cpt:v, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, visibilidad-nodos	i,p,tp,v,w	down,draw_nodes,i,i<,l,label_nodes,left,right,up,v^,v_
tpg	07_cuadripolos	sch/07_cuadripolos/TPG.sch	TPG	cpt:i, cpt:p, cpt:tp, cpt:v, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, visibilidad-nodos	i,p,tp,v,w	down,draw_nodes,i,i<,l,label_nodes,left,right,up,v^,v_
tph	07_cuadripolos	sch/07_cuadripolos/TPH.sch	TPH	cpt:i, cpt:p, cpt:tp, cpt:v, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, visibilidad-nodos	i,p,tp,v,w	down,draw_nodes,i,i<,l,label_nodes,right,up,v^,v_
tpy	07_cuadripolos	sch/07_cuadripolos/TPY.sch	TPY	cpt:i, cpt:p, cpt:tp, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, visibilidad-nodos	i,p,tp,w	down,draw_nodes,i,i<,l,label_nodes,right,up,v^,v_
tpz	07_cuadripolos	sch/07_cuadripolos/TPZ.sch	TPZ	cpt:p, cpt:tp, cpt:v, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, visibilidad-nodos	p,tp,v,w	down,draw_nodes,i,i<,l,label_nodes,left,right,v^,v_
twoport1	07_cuadripolos	sch/07_cuadripolos/twoport1.sch	Cuadripolo genérico (caja)	cpt:p, cpt:tp, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, visibilidad-nodos	p,tp,w	down,draw_nodes,i,i^<,i_,ir,l,label_nodes,right,v^,v_
twoport2	07_cuadripolos	sch/07_cuadripolos/twoport2.sch	Cuadripolo genérico (variante)	cpt:p, cpt:tp, cpt:w, cuadripolo, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, forma, visibilidad-nodos	p,tp,w	down,draw_nodes,i,i^<,i_,ir,l,label_nodes,right,shape,v^,v_
fosteri	08_redes	sch/08_redes/fosterI.sch	FosterI	convencion, cpt:c, cpt:r, cpt:w, curricular:tcii, estilo-simbolo, etiquetas-globales, geometria-global, red, visibilidad-nodos	c,r,w	down,draw_nodes,label_nodes,label_style,nodes,right,scale,style,up,voltage_dir
fosterii	08_redes	sch/08_redes/fosterII.sch	FosterII	convencion, cpt:c, cpt:r, cpt:w, curricular:tcii, estilo-simbolo, etiquetas-globales, geometria-global, red, visibilidad-nodos	c,r,w	down,draw_nodes,label_nodes,label_style,nodes,right,scale,style,voltage_dir
ladder	08_redes	sch/08_redes/ladder.sch	Red en escalera	cpt:o, cpt:p, cpt:w, cpt:y, cpt:z, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, red, visibilidad-nodos	o,p,w,y,z	down,draw_nodes,i<_,i>_,l,label_nodes,right,v
ladderalt	08_redes	sch/08_redes/ladderalt.sch	Ladderalt	cpt:o, cpt:p, cpt:w, cpt:y, cpt:z, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, red, visibilidad-nodos	o,p,w,y,z	down,draw_nodes,i<_,i>_,l,label_nodes,right,v
lsection	08_redes	sch/08_redes/lsection.sch	Sección en L	cpt:p, cpt:w, cpt:y, cpt:z, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, red, visibilidad-nodos	p,w,y,z	down,draw_nodes,i,l,label_nodes,left,right,v,v^
net1	08_redes	sch/08_redes/net1.sch	Net1	cpt:r, cpt:w, curricular:tcii, red	r,w	down,right
net2	08_redes	sch/08_redes/net2.sch	Net2	cpt:r, cpt:w, curricular:tcii, red	r,w	down,right
parallel	08_redes	sch/08_redes/parallel.sch	Parallel	cpt:r, curricular:tcii, layout, red, visibilidad-nodos	r	draw_nodes,label_nodes,offset,right
pisection	08_redes	sch/08_redes/pisection.sch	Sección en π	cpt:p, cpt:w, cpt:y, cpt:z, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, red, visibilidad-nodos	p,w,y,z	down,draw_nodes,i,l,label_nodes,left,right,v^,v_
r4	08_redes	sch/08_redes/R4.sch	R4	cpt:r, curricular:tcii, red	r	down,right
rnet1	08_redes	sch/08_redes/rnet1.sch	Rnet1	cpt:r, cpt:w, curricular:tcii, red	r,w	down
rnet2	08_redes	sch/08_redes/rnet2.sch	Rnet2	cpt:r, cpt:w, curricular:tcii, red	r,w	down
rnet3	08_redes	sch/08_redes/rnet3.sch	Rnet3	cpt:r, cpt:w, curricular:tcii, red	r,w	down
rnet4	08_redes	sch/08_redes/rnet4.sch	Rnet4	cpt:r, cpt:w, curricular:tcii, red	r,w	up
series	08_redes	sch/08_redes/series.sch	Series	cpt:p, cpt:w, cpt:z, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, red, visibilidad-nodos	p,w,z	down,draw_nodes,i,l,label_nodes,left,right,v^,v_
seriespair	08_redes	sch/08_redes/seriespair.sch	Seriespair	cpt:p, cpt:w, cpt:z, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, red, visibilidad-nodos	p,w,z	down,draw_nodes,i,l,label_nodes,left,right,v^,v_
shunt	08_redes	sch/08_redes/shunt.sch	Shunt	cpt:p, cpt:w, cpt:z, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, red, visibilidad-nodos	p,w,z	down,draw_nodes,i,l,label_nodes,left,right,v^,v_
tsection	08_redes	sch/08_redes/tsection.sch	Sección en T	cpt:p, cpt:w, cpt:y, cpt:z, curricular:tcii, etiqueta, etiqueta-i, etiqueta-v, red, visibilidad-nodos	p,w,y,z	down,draw_nodes,i,l,label_nodes,left,right,v^,v_
amplifier1	09_analisis	sch/09_analisis/amplifier1.sch	Amplifier1	analisis, cpt:e, cpt:p, cpt:v, cpt:w, curricular:tcii, etiquetas-globales, visibilidad-nodos	e,p,v,w	down,draw_nodes,label_ids,label_nodes,right
circuit-rlc-ivp1	09_analisis	sch/09_analisis/circuit-RLC-ivp1.sch	Circuit RLC ivp1	analisis, cpt:c, cpt:l, cpt:r, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v, etiquetas-globales	c,l,r,w	down,i,label_ids,right,v
circuit-vrc1	09_analisis	sch/09_analisis/circuit-VRC1.sch	Circuit VRC1	analisis, cpt:c, cpt:r, cpt:v, cpt:w, curricular:tcii	c,r,v,w	down,right,size
circuit-vrlc1	09_analisis	sch/09_analisis/circuit-VRLC1.sch	Circuit VRLC1	analisis, cpt:c, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii	c,l,r,v,w	down,right
circuit-vrlc2	09_analisis	sch/09_analisis/circuit-VRLC2.sch	Circuit VRLC2	analisis, cpt:c, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii	c,l,r,v,w	down,right
graph1	09_analisis	sch/09_analisis/graph1.sch	Graph1	analisis, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, visibilidad-nodos	l,r,v,w	down,draw_nodes,right
graph2	09_analisis	sch/09_analisis/graph2.sch	Graph2	analisis, cpt:c, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, visibilidad-nodos	c,l,r,v,w	down,draw_nodes,right
graph4	09_analisis	sch/09_analisis/graph4.sch	Graph4	analisis, cpt:c, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v	c,l,r,v,w	down,i,right,v
ladder1	09_analisis	sch/09_analisis/ladder1.sch	Ladder1	analisis, convencion, cpt:c, cpt:l, cpt:p, cpt:r, cpt:w, curricular:tcii, estilo-simbolo, etiquetas-globales, geometria-global, visibilidad-nodos	c,l,p,r,w	down,draw_nodes,label_ids,label_nodes,label_values,left,nodes,right,scale,style,voltage_dir
mesh2r	09_analisis	sch/09_analisis/mesh2R.sch	Mesh2R	analisis, cpt:r, cpt:v, cpt:w, curricular:tcii	r,v,w	down,right
ss1	09_analisis	sch/09_analisis/ss1.sch	Ss1	analisis, cpt:c, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v	c,l,r,v,w	down,i,right,v
ss2	09_analisis	sch/09_analisis/ss2.sch	Ss2	analisis, cpt:c, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v	c,l,r,v,w	down,i,right,v
transfer1	09_analisis	sch/09_analisis/transfer1.sch	Transfer1	analisis, cpt:p, cpt:r, cpt:w, curricular:tcii, etiqueta-i, etiqueta-v, visibilidad-nodos	p,r,w	down,draw_nodes,i>^,i^<,label_nodes,right,v,v_
vrc1	09_analisis	sch/09_analisis/VRC1.sch	VRC1	analisis, cpt:c, cpt:r, cpt:v, cpt:w, curricular:tcii, etiquetas-globales, visibilidad-nodos	c,r,v,w	down,draw_nodes,label_ids,right
vrl1	09_analisis	sch/09_analisis/VRL1.sch	VRL1	analisis, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, etiquetas-globales, visibilidad-nodos	l,r,v,w	down,draw_nodes,label_ids,right
vrlc1	09_analisis	sch/09_analisis/VRLC1.sch	VRLC1	analisis, cpt:c, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii	c,l,r,v,w	down,right
vrmesh1	09_analisis	sch/09_analisis/VRmesh1.sch	VRmesh1	analisis, cpt:r, cpt:v, curricular:tcii, etiqueta-v	r,v	down,left,right,up,v
circuit-simplify1	10_simplificacion	sch/10_simplificacion/circuit-simplify1.sch	Circuit simplify1	cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, simplificacion	l,r,v,w	down,right
circuit-simplify2	10_simplificacion	sch/10_simplificacion/circuit-simplify2.sch	Circuit simplify2	cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, simplificacion	l,r,v,w	down,right
circuit-simplify3	10_simplificacion	sch/10_simplificacion/circuit-simplify3.sch	Circuit simplify3	cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, simplificacion	l,r,v,w	down,right
circuit-simplify4	10_simplificacion	sch/10_simplificacion/circuit-simplify4.sch	Circuit simplify4	cpt:c, cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, simplificacion	c,l,r,v,w	down,right
inseries1	10_simplificacion	sch/10_simplificacion/inseries1.sch	Inseries1	cpt:r, curricular:tcii, estilo, simplificacion	r	color,right
simplify-r1a	10_simplificacion	sch/10_simplificacion/simplify_R1a.sch	Simplify R1a	cpt:r, cpt:w, curricular:tcii, etiquetas-globales, simplificacion, visibilidad-nodos	r,w	down,draw_nodes,label_ids,label_nodes,right,up
simplify-r1b	10_simplificacion	sch/10_simplificacion/simplify_R1b.sch	Simplify R1b	cpt:r, cpt:w, curricular:tcii, etiquetas-globales, simplificacion, visibilidad-nodos	r,w	down,draw_nodes,label_ids,label_nodes,right,up
simplify-r1c	10_simplificacion	sch/10_simplificacion/simplify_R1c.sch	Simplify R1c	cpt:o, cpt:r, cpt:w, curricular:tcii, etiquetas-globales, simplificacion, visibilidad-nodos	o,r,w	down,draw_nodes,label_ids,label_nodes,right,up
simplify-r1d	10_simplificacion	sch/10_simplificacion/simplify_R1d.sch	Simplify R1d	cpt:o, cpt:r, cpt:w, curricular:tcii, etiquetas-globales, simplificacion, visibilidad-nodos	o,r,w	down,draw_nodes,label_ids,label_nodes,right,up
simplify-r1e	10_simplificacion	sch/10_simplificacion/simplify_R1e.sch	Simplify R1e	cpt:r, curricular:tcii, etiquetas-globales, simplificacion, visibilidad-nodos	r	draw_nodes,label_ids,label_nodes,right
switches	11_switches	sch/11_switches/switches.sch	Tipos de llave	cpt:sw, curricular:tcii, switch	sw	right
switches2	11_switches	sch/11_switches/switches2.sch	Switches2	cpt:sw, curricular:tcii, espejo, switch	sw	invert,mirror,right
swrc	11_switches	sch/11_switches/SWRC.sch	SWRC	cpt:c, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, espejo, switch, visibilidad-nodos	c,r,sw,v,w	down,draw_nodes,invert,mirror,right
swrc2	11_switches	sch/11_switches/SWRC2.sch	SWRC2	cpt:c, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, espejo, switch, visibilidad-nodos	c,r,sw,v,w	down,draw_nodes,invert,mirror,right
swrc2ivp	11_switches	sch/11_switches/SWRC2ivp.sch	SWRC2ivp	control, cpt:c, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, espejo, etiqueta, switch, visibilidad-nodos	c,r,sw,v,w	down,draw_nodes,ignore,invert,l,mirror,nosim,right
swrc3	11_switches	sch/11_switches/SWRC3.sch	SWRC3	cpt:c, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, switch, visibilidad-nodos	c,r,sw,v,w	down,draw_nodes,right
swrc3ivp	11_switches	sch/11_switches/SWRC3ivp.sch	SWRC3ivp	cpt:c, cpt:r, cpt:v, cpt:w, curricular:tcii, switch, visibilidad-nodos	c,r,v,w	down,draw_nodes,right
swrcafter	11_switches	sch/11_switches/SWRCafter.sch	SWRCafter	control, cpt:c, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, espejo, etiqueta, switch, visibilidad-nodos	c,r,sw,v,w	down,draw_nodes,ignore,invert,l,mirror,nosim,right
swrcbefore	11_switches	sch/11_switches/SWRCbefore.sch	SWRCbefore	control, cpt:c, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, espejo, etiqueta, switch, visibilidad-nodos	c,r,sw,v,w	down,draw_nodes,ignore,invert,l,mirror,nosim,right
swrcivp	11_switches	sch/11_switches/SWRCivp.sch	SWRCivp	control, cpt:c, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, espejo, etiqueta, switch, visibilidad-nodos	c,r,sw,v,w	down,draw_nodes,ignore,invert,l,mirror,nosim,right
swri	11_switches	sch/11_switches/SWRI.sch	SWRI	cpt:l, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, switch, visibilidad-nodos	l,r,sw,v,w	down,draw_nodes,right
swrl	11_switches	sch/11_switches/SWRL.sch	SWRL	cpt:l, cpt:r, cpt:sw, cpt:v, cpt:w, curricular:tcii, switch, visibilidad-nodos	l,r,sw,v,w	down,draw_nodes,right
swrlivp	11_switches	sch/11_switches/SWRLivp.sch	SWRLivp	cpt:l, cpt:r, cpt:v, cpt:w, curricular:tcii, switch, visibilidad-nodos	l,r,v,w	down,draw_nodes,right
buffer1	12_logica	sch/12_logica/buffer1.sch	Buffer1	cpt:u, curricular:senales, logica	u	right
buffer2	12_logica	sch/12_logica/buffer2.sch	Buffer2	cpt:u, curricular:senales, logica, pines	u	down,pinnames
buffers	12_logica	sch/12_logica/buffers.sch	Buffers	cpt:u, cpt:w, curricular:senales, logica	u,w	right
dff	12_logica	sch/12_logica/dff.sch	Dff	cpt:u, curricular:senales, grilla, logica, visibilidad-nodos	u	draw_nodes,help_lines,right
dff1	12_logica	sch/12_logica/DFF1.sch	DFF1	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinlabels,pinnames,pinnodes,right
dff1b	12_logica	sch/12_logica/DFF1b.sch	DFF1b	cpt:r, cpt:u, curricular:senales, grilla, logica, pines, visibilidad-nodos	r,u	draw_nodes,help_lines,pinlabels,right
dff2	12_logica	sch/12_logica/DFF2.sch	DFF2	cpt:u, curricular:senales, grilla, logica, pines, visibilidad-nodos	u	draw_nodes,help_lines,pinlabels,pinnodes,right
flipflops	12_logica	sch/12_logica/flipflops.sch	Flipflops	cpt:o, cpt:u, curricular:senales, etiqueta, logica, pines	o,u	l,pinlabels,pinnames,pinnodes,right
gates	12_logica	sch/12_logica/gates.sch	Gates	cpt:o, cpt:u, curricular:senales, etiqueta, logica, pines, visibilidad-nodos	o,u	draw_nodes,l,label_nodes,pinnames,pinnodes,right
multiplexers	12_logica	sch/12_logica/multiplexers.sch	Multiplexers	cpt:o, cpt:u, curricular:senales, etiqueta, logica, pines	o,u	l,pinnames,pinnodes,right
ubuffer	12_logica	sch/12_logica/Ubuffer.sch	Ubuffer	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinnames,pinnodes,right
ubuffer1	12_logica	sch/12_logica/Ubuffer1.sch	Ubuffer1	cpt:u, curricular:senales, grilla, logica	u	help_lines,right
ubuffer2	12_logica	sch/12_logica/Ubuffer2.sch	Ubuffer2	cpt:r, cpt:u, curricular:senales, grilla, logica	r,u	help_lines,right
udff	12_logica	sch/12_logica/Udff.sch	Udff	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinnames,pinnodes,right
uinverter	12_logica	sch/12_logica/Uinverter.sch	Uinverter	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinnames,pinnodes,right
uinverter1	12_logica	sch/12_logica/Uinverter1.sch	Uinverter1	cpt:u, curricular:senales, grilla, logica	u	help_lines,right
uinverter2	12_logica	sch/12_logica/Uinverter2.sch	Uinverter2	cpt:r, cpt:u, curricular:senales, grilla, logica	r,u	help_lines,right
ujkff	12_logica	sch/12_logica/Ujkff.sch	Ujkff	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinnames,pinnodes,right
umux21	12_logica	sch/12_logica/Umux21.sch	Umux21	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinnames,pinnodes,right
umux41	12_logica	sch/12_logica/Umux41.sch	Umux41	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinnames,pinnodes,right
umux42	12_logica	sch/12_logica/Umux42.sch	Umux42	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinnames,pinnodes,right
urslatch	12_logica	sch/12_logica/Urslatch.sch	Urslatch	cpt:u, curricular:senales, etiqueta, grilla, logica, pines	u	help_lines,l,pinlabels,pinnodes,right
